company,added_date,status,description,website,headcount,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_type,last_funding_lead_investor,company_address,growth_metrics,source_page,source_row,raw_row_text
TallOrder Solutions,"Jul 28, 2025 12.57 PM",save | hide,TallOrder Solutions Pty (Ltd) is TallOrder Solutions Pty (Ltd) is a company that provides point of sale solutions tailored fort__. provides point of sale solutions tailored fort_. company that tallorderpos com South Africa Western Cape Paarl cloudonemobi,tallorderpos.com,11-50,,2010,,,Series,Series /=,"8005, ZA","2% | 2% | 2% | ""15% | 15% | 27% | 48%",,,"save | hide | TallOrder Solutions | Jul 28,2025 12.57 PM | TallOrder Solutions Pty (Ltd) is | TallOrder Solutions Pty (Ltd) is a company that | provides point of sale solutions tailored fort__. | provides point of sale solutions tailored fort_. | company that | tallorderpos com | 11-50 | South Africa | Western Cape | Paarl | cloudonemobi | Load contacts | ntacts | Other Financial | Sponsor | 2010 | Jan 24,2022 | Series | Series /= | Investec Business Advisor} | nla | nja | Nurture Invest | nla | nia | nla | nia | nla | nja | nla | nja | 2% | 2% | 2% | ""15% | 15% | 27% | 48% | nia | nla | Workshop 17, Tabakhuis, Tabak Street;; Paarl, Western Cape | 8005, ZA | 8005,ZA | nia | nja | nfa | nla | nfa | nla | nia | nja | nfa"
Taxdoo,"Jul 28, 2025 12.57 PM",save | hide,software provider that specializes tay consulting = and accounting VAT _ xdoo,taxdoo.com,51-200,Venture Capital,2016,,86,Series,Accel,"Alter Wandrahm 13; Hamburg, HH 20457, DE",4% | -10% | -11% | -16 % | ~39% | 34% | 500% | 24%,,,"save | hide | Taxdoo | Jul 28,2025 12.57 PM | software provider that specializes | Taxdoo | tay | consulting = | and | accounting | VAT _ | taxdoo.com | 51-200 | 126 | Germany | Hamburg | Hamburg | xdoo | Load contacts | ntacts | Venture Capital | 2016 | 86 | 64.6 | Dec 15, 2021 | Series | Accel | Corporate | Visionaries Club | nla | nla | nla | nla | 4% | -10% | -11% | -16 % | ~39% | 34% | 500% | 24% | Alter Wandrahm 13; Hamburg, HH 20457, DE | nla | nla | nla | nla"
Tezign #J24,"Jul 28, 2025 12.57 PM",save | hide,Tezign is a digital marketing agency specializing in content creation and _ tezign com tezign %e7%/89%b9%e8...,tezign.com,201-500,Private Equity,2015,,51.1,,,"""IAKES+Owework; 412; Eam, Eivm 200000, CN",~3% | 3% | 5% | -12% | -7% | 5% | 49% | 53%,,,"save | hide | Tezign #J24 | Jul 28,2025 12.57 PM | Tezign is a digital marketing agency | specializing in content creation and _ | tezign com | 201-500 | 136 | China | Shanghai | Shanghai | tezign | %e7%/89%b9%e8... | Load contacts | ntacts | Private Equity | 2015 | 51.1 | Oct 24, 2021 | Series D | Temasek | Corporate | hsgcap com | dipp, inc | 1.5M | 15M | nja | ~3% | 3% | 5% | -12% | -7% | 5% | 49% | 53% | ""IAKES+Owework; 412; Eam, Eivm 200000, CN | nla | nla | nfa | nla | nfa"
Threecolts,"Jul 28, 2025 12.57 PM",save | hide,ecommerce solutions for retail vendors an__. software company specializing threecolts com London threecolts,threecolts.com,"501-1,000",Venture Capital,2021,,90.7,Series,coventure.Vc,"London, GB","10% | 33% | 124% | 248% | 657% | 10,000% | 431%",,,"save | hide | Threecolts | Jul 28, 2025 12.57 PM | Threecolts | ecommerce solutions for retail vendors an__. | software company | specializing | threecolts com | 501-1,000 | 303 | United Kingdom | (UK) | England | London | threecolts | Load contacts | ntacts | Venture Capital | 2021 | 90.7 | 90.7 | Mar | 2023 | Series | coventure.Vc | Corporate | Stratos Technolog | Hemi Connect | nla | nla | 10% | 33% | 124% | 248% | 657% | 10,000% | nla | 431% | London, GB | nla | nla | nla | nla | nla"
Threekit Visual Commerce,"Jul 28, 2025 12.57 PM",save | hide,specializing in 3D product configuration and_ Threekit is visual commerce company threekit com Chicago threekit,threekit.com,51-200,Venture Capital,2018,,2021,Series,Isai,"Wacker Dr; Chicago, Illinois 60606,US",2 % | 5% | 2% | ~31% | -17% | 16 % | -29%,,,"save | hide | Threekit Visual Commerce | Jul 28,2025 12.57 PM | specializing in 3D product configuration and_ | Threekit is | visual commerce company | threekit com | 51-200 | United States | (USA) | Illinois | Chicago | threekit | Load contacts | ntacts | Venture Capital | 2018 | Nov | 2021 | Series | Isai | nla | ServiceNow | nla | nla | nla | nla | 2 % | nla | 5% | 2% | ~31% | -17% | 16 % | -29% | 100 | Wacker Dr; Chicago, Illinois 60606,US | nla | nfa | nla | nla | ~nla"
Tiled,"Jul 28, 2025 12.57 PM",save | hide,Tiled is an interactive content platform that enables businesses to create engaging sale _ (USA) Diego tiled,tiled.co,51-200,Private Equity,2016,,17.5,,,"11848 Bernardo Plaza Ct; Ste 110; San Diego, California 92128,",6 % | 3% | 3% | -16% | -43% | 44% | -22% | ~34%,,,"save | hide | Tiled | Jul 28,2025 12.57 PM | Tiled is an interactive content platform that | enables businesses to create engaging sale _ | tiled.co | 51-200 | (USA) | United States | California | San | Diego | tiled | Load contacts | ntacts | Private Equity | 2016 | 17.5 | 13.7 | Sep 7, 2021 | Series / | Adobe | nla | Seismic Venture P | nla | nla | nla | nla | 6 % | 3% | 3% | -16% | -43% | 44% | -22% | ~34% | US | 11848 Bernardo Plaza Ct; Ste 110; San Diego, California 92128, | nla | nla | nfa | nla | nfa"
Tinvio,"Jul 28, 2025 12.57 PM",gave,reimagines how merchants and suppliers__ Tinvio ] BZB payment platform that tinivio,tinvio.com,51-200,Venture Capital,2019,,18.5,Series,AppWorks,"Singapore, SG",3% | 1% | -7% | ~25% | -65% | 6 % | 246%,,,"Gave | Khide | Tinvio | Jul 28, 2025 12.57 PM | reimagines how merchants and suppliers__ | Tinvio ] | BZB payment platform that | tinvio.com | 51-200 | Singapore | nla | nla | tinivio | Load contacts | ntacts | Venture Capital | 2019 | 18.5 | Jul 14, 2021 | Series | AppWorks | nla | Partech | Rock | nla | nfa | nfa | nla | 3% | 1% | -7% | ~25% | -65% | 6 % | 246% | nla | Singapore, SG | nfa | nfa | nfa | nla | ~nla"
Tjek,"Jul 28, 2025 12.57 PM",save | hide,Tjek is a digital marketing agency that specializes in providing automated digital__. tjek com ~tjuk,tjek.com,11-50,Venture Capital,2009,,,,,"Copenhagen, DK",~1% | -18% | 25% | 38% | 51% | -49%,,,"save | hide | Tjek | Jul 28, 2025 12.57 PM | Tjek is a digital marketing agency that | specializes in providing automated digital__. | tjek com | 11-50 | Denmark | nla | Copenhagen | ~tjuk | Load contacts | ntacts | Venture Capital | 2009 | nla | Feb 20, 2012 | Series /= | reeholding dk | nla | reeholding dk | nla | nla | nla | nla | nfa | ~1% | nla | -18% | 25% | 38% | 51% | -49% | Copenhagen, DK | nfa | nla | nfa | nla | nfa"
Toucan,"Jul 28, 2025 12.57 PM",save | hide,company that provides solutions for data__. company that provides solutions Toucan Toco is Toco data analytics software for data. toucantoco com Boston toucan-toco,toucantoco.com,51-200,Venture Capital,2015,,13.2,Series,Balderton Capital,"75 State St; Boston, Massachusetts 02109, US",1% | 43% | ~3% | 3% | -6% | 6% | 6 % | ~20% | -40% | ~37% | -13% | 551% | ~51%,,,"save | Chide | hide | Toucan | Jul 28, 2025 12.57 PM | Toucan | company that provides solutions for data__. | company that provides solutions | Toucan Toco is | Toco | data analytics software | for | data. | toucantoco com | 51-200 | 80 | United States | (USA) | Massachusetts | Boston | toucan-toco | Load contacts | ntacts | Venture Capital | 2015 | 13.2 | 13.2 | Nov | Nov 27, 2019 | 27, 2019 | Series | Balderton Capital | nla | nja | Balderton Capital | nja | nla | nla | nla | nja | nla | 1% | 43% | ~3% | 3% | -6% | 6% | 6 % | ~20% | -40% | ~37% | -13% | 551% | ~51% | 75 State St; Boston, Massachusetts 02109,US | 75 State St; Boston, Massachusetts 02109, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nla"
Tradlinx,"Jul 28, 2025 12.57 PM",save | hide,"Tradlinx is a offers the Zimgo service, logistics software provider that cloud-based__. tradlinx com S.A.R Hong Kong Hong Kong Island Tamar Park tr adlinxcorp",tradlinx.com,51-200,Venture Capital,2015,,9.5,,,"WEST SAI; YING PUN; HONG KONG, HK",6 % | 9% | 7% | 45% | 314% | -14%,,,"save | hide | Tradlinx | Jul 28,2025 12.57 PM | Tradlinx is a | offers the Zimgo service, | logistics software provider that | cloud-based__. | tradlinx com | 51-200 | S.A.R | Hong | Kong | Hong Kong Island | Tamar Park | tr adlinxcorp | Load contacts | ntacts | Venture Capital | 2015 | 9.5 | Nov 14,2022 | Series B | aventures co.kr | nja | BNK Venture Capi | nia | nia | nja | nla | 6 % | 9% | 7% | 45% | 314% | nla | nfa | -14% | RM 4, I7/F SINGGA COMM CTR; 144-151 CONNAUGHT RD | WEST SAI; YING PUN; HONG KONG, HK | nla | nla | nfa | nla | nfa"
TranZact,"Jul 28, 2025 12.57 PM",hide,cloud-based inventory management solutio _. cloud-based inventory management solutio __ TranZact is : TranZact is software company that provides letstranzact com letstranzact,letstranzact.com,11-50,Venture Capital,2017,,,Series,axiomatic co.in,"MIDC , Andheri East; Mumbai, Maharashtra 400096, IN",-1% | 41% | 43% | -3% | 3% | 1% | 2% | 162% | 288 % | 288% | 234% | 2%,,,"hide | TranZact | Jul 28, 2025 12.57 PM | cloud-based inventory management solutio _. | cloud-based inventory management solutio __ | TranZact is : | TranZact is | software company that provides | letstranzact com | 11-50 | India | Maharashtra | Mumbai | letstranzact | Load contacts | ntacts | Venture Capital | 2017 | Dec 15, 2021 | Series | axiomatic co.in | axiomaticco.in | nja | nla | PrimeVP | Tribe | nja | nla | nla | nla | nja | nja | nla | -1% | 41% | 43% | -3% | 3% | 1% | 2% | 162% | 288 % | 288% | 234% | 2% | MIDC, Andheri East; Mumbai, Maharashtra 400096, IN | MIDC , Andheri East; Mumbai, Maharashtra 400096, IN | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
TrusTrace,"Jul 28, 2025 12.57 PM",hide,software provider that specializes supply chain traceability solutio trustrace com tr istrace,trustrace.com,51-200,Private Equity,2016,,31.6,Series,Circularity Capital,"Central Stockholm; Stockholm, SE",3% | 5% | 17% | 52% | 76% | 173% | 464% | -19%,,,"ave | hide | TrusTrace | Jul 28,2025 12.57 PM | software | TrusTrace | provider that specializes | supply chain traceability | solutio | trustrace com | 51-200 | 175 | Sweden | Stockholm | Stockholm | tr istrace | Load contacts | ntacts | Private Equity | 2016 | 31.6 | 23.9 | Jan 17, 2024 | Series | Circularity Capital | nla | Industrifonden | nla | nla | nla | nla | 3% | 5% | 17% | 52% | 76% | 173% | 464% | -19% | Central Stockholm; Stockholm, SE | nla | nla | nla | nla | ~nla"
Ttez (New Core Tech),"Jul 28, 2025 12.57 PM",save | hide,"Shanghai Niuku Information Technology Ltd. is a technology solutions provider __ Co,, xinheyun",xinheyun.com,51-200,Venture Capital,2014,,54.2,Series,Cowin Venture Capital,"QWA_61078; Exm, :wm 200000, CN",9% | 9% | 43% | 91% | 187%,,,"save | hide | Ttez (New Core Tech) | Jul 28, 2025 12.57 PM | Shanghai Niuku Information Technology | Ltd. is a technology solutions provider __ | Co,, | xinheyun.com | 51-200 | China | Shanghai | Shanghai | xinheyun | Load contacts | ntacts | Venture Capital | 2014 | 54.2 | 30.9 | Aug 22, 2021 | Series | Cowin Venture Capital | nla | IDG Capital | nla | nla | nla | nla | nla | nla | nfa | 9% | 9% | 43% | 91% | 187% | nla | QWA_61078; Exm, :wm 200000, CN | nla | nla | nla | nla | nla"
Ugaoo,"Jul 28, 2025 12.57 PM",save | hide,"Ugaoo is an online plant store specializing in a wide range of gardening products, including_. uilaoo",ugaoo.com,51-200,Venture Capital,2015,,5.6,Series,DSG Consumer Partners,"Maharashtra 411045, IN",5% | 10% | 31% | 96% | 286% | 600% | 818%,,,"save | hide | Ugaoo | Jul 28,2025 12.57 PM | Ugaoo is an online plant store specializing in a | wide range of gardening products, including_. | ugaoo.com | 51-200 | 147 | India | Maharashtra | Pune | uilaoo | Load contacts | ntacts | Venture | Venture Capital | Capital | 2015 | 5.6 | Nov 11, 2024 | Series | DSG Consumer Partners | nla | v3 Ventures | nla | nla | nla | nla | 5% | 10% | 31% | 96% | 286% | 600% | 818% | nja | Ugaoo,03-111, Third floor; WeWork Eleven West;; Pancard Club | Road, Baner; Pune | Maharashtra 411045, IN | nla | nja | nfa | nfa | nfa"
Unikt larande,"Jul 28, 2025 12.57 PM",save | hide,Unlkum ' that offers - is an educational technology provider comprehensive platform for . unikum net uulikum---net-ab,unikum.net,11-50,Venture Capital,2005,,40,Series,Jce,"Hammarby Kaj 14; 4; Stockholm, Stockholms Ian 12030, SE",-2% | -2% | 29% | 37%,,,"save | hide | Unikum | Unikt larande | Jul 28, 2025 12.57 PM | Unlkum ' | that offers - | is an educational technology provider | comprehensive platform | for . | unikum net | 11-50 | Sweden | Stockholm | Stockholm | uulikum---net-ab | Load contacts | ntacts | Venture Capital | 2005 | Oct 3, 2019 | Series | Jce | Corporate | Jce | Tequity | Pluttra | Studyf | nla | nla | nla | -2% | -2% | 40 | 29% | 37% | nla | Hammarby Kaj 14; 4; Stockholm, Stockholms Ian 12030, SE | nla | nfa | nfa | nla | ~nla"
UserVoice,"Jul 28, 2025 12.57 PM",save,UserVoice is a software company that specializes in product feedback manageme uservoice com Raleigh uxiervoice,uservoice.com,11-50,Venture Capital,2008,,9.6,Series,nia,"234 Fayetteville St; 3rd Floor; Raleigh, NC 27601,US",2% | 2% | -13% | ~27% | -32% | -32%,,,"save | Chide | UserVoice | Jul 28, 2025 12.57 PM | UserVoice is a software company that | specializes in product feedback manageme | uservoice com | 11-50 | United States | (USA) | North Carolina | Raleigh | uxiervoice | Load contacts | ntacts | Venture Capital | 2008 | 9.6 | 7.5 | Sep 14,2015 | Series | nia | nja | LocalGlobe | nja | nla | nja | nla | nla | 2% | 2% | -13% | ~27% | -32% | -32% | nja | 234 Fayetteville St; 3rd Floor; Raleigh, NC 27601,US | nla | nla | nla | nja | nja"
VARStreet Inc.,"Jul 28, 2025 12.57 PM",save | hide,VARStreet Inc: is a business management software provider that offers an all-in-one_ varstreetinc com Viirstreet,varstreetinc.com,51-200,Venture Capital,1999,,13.2,,,"01803, US",~2% | -3% | 3% | 10% | 28% | 30% | 54% | ~22%,,,"save | hide | VARStreet Inc. | Jul 28,2025 12.57 PM | VARStreet Inc: is a business management | software provider that offers an all-in-one_ | varstreetinc com | 51-200 | United States | (USA) | nla | nla | Viirstreet | Load contacts | ntacts | Venture | Venture Capital | Capital | 1999 | 13.2 | 1.2 | Jun 8, 2003 | Series /= | nla | nla | Gabriel Ventures | nla | nla | nla | nla | ~2% | -3% | 3% | 10% | 28% | 30% | 54% | nla | ~22% | 10 Burlington Mall Rd; Suite 301; Burlington, Massachusetts | 01803, US | nla | nla | nfa | nla | nfa"
Verity,"Jul 28, 2025 12.57 PM",save | hide,Verity is automated inventory management solutions__ technology company specializing in verity net verity-studios,verity.net,51-200,Venture Capital,2014,,,,,"Binzmiihlestrasse 81; Zurich, CH",4% | 5% | ~10% | 10% | 37% | 85% | 187% | 85% | 43%,,,"save | hide | Verity | Jul 28,2025 12.57 PM | Verity is | automated inventory management solutions__ | technology company specializing in | verity net | 51-200 | 178 | Switzerland | Zurich | Zurich | verity-studios | Load contacts | ntacts | Venture Capital | 2014 | Jul 10, 2023 | Series B | AP: Moller Holding | Corporate | Sony Innovation Fi | nia | nia | nja | nja | 4% | 5% | ~10% | 10% | 37% | 85% | 187% | 85% | 43% | Binzmiihlestrasse 81; Zurich, CH | nfa | nla | nfa | nfa | nfa"
Vertuoza,"Jul 28, 2025 12.57 PM",save | hide,software provider that offers construction management comprehensi_. vertuoza com Veirtuoza,vertuoza.com,51-200,Venture Capital,2020,,11.9,Series,Fortino Capital,"16 Rue Louis Braille; Nivelles, 1400, BE","2% | 11% | 33% | 48% | 189% | 723% | 5,250% | -13%",,,"save | hide | Vertuoza | Jul 28, 2025 12.57 PM | software provider that offers | Vertuoza | construction management | comprehensi_. | vertuoza com | 51-200 | 107 | Belgium | Wallonia | Nivelles | Veirtuoza | Load contacts | ntacts | Venture Capital | 2020 | 11.9 | 10.5 | Oct 12, 2023 | Series | Fortino Capital | nla | XAnge | wing-( | nla | nla | nla | nla | 2% | 11% | 33% | 48% | 189% | 723% | 5,250% | -13% | 16 Rue Louis Braille; Nivelles, 1400, BE | nla | nla | nla | nla | nla"
Vesper,"Jul 28, 2025 12.57 PM",,that provides businesses with real-time. Vesper i commodity intelligence platform vespertool com vespertool,vespertool.com,51-200,Venture Capital,2018,,5.8,Series,Keen Venture Partners,"Vijzelstraat 79; Amsterdam, Noord Holland 1017HG, NL",0% | 3% | 11% | 38 % | 39% | 286 % | 792%,,,"Vesper | Jul 28, 2025 12.57 PM | that provides businesses with real-time. | Vesper i | commodity intelligence platform | vespertool com | 51-200 | 116 | Netherlands | North Holland | Amsterdam | vespertool | Load contacts | ntacts | Venture Capital | 2018 | 5.8 | nla | Nov 28, 2023 | Series | Keen Venture Partners | nla | Piton Capital | nja | nla | nja | nja | 0% | 3% | 11% | 38 % | 39% | 286 % | 792% | Vijzelstraat 79; Amsterdam, Noord Holland 1017HG, NL | nla | nla | nla | nla | nla"
Vinculum Group,"Jul 28, 2025 12.57 PM",,specializing Vinculum Group is omnichannel retail technolog-- SaaS provider Iculumgroup,vinculumgroup.com,201-500,Venture Capital,2007,,,Series,Accel,"Sector 62; Noida, Uttar Prades __",~0% | ~2% | 2% | ~6% | 6 % | 7% | 8 % | 12% | ~24%,,,"Vinculum Group | Jul 28,2025 12.57 PM | specializing | Vinculum Group is | omnichannel retail technolog-- | SaaS provider | vinculumgroup.com | 201-500 | 550 | India | Uttar Pradesh | Noida | Iculumgroup | Load contacts | ntacts | Venture Capital | 2007 | Jul 24, 2023 | Series | Accel | nla | InnoVen Capital In | nla | nla | nla | nla | ~0% | ~2% | 2% | ~6% | 6 % | -70 | 7% | 8 % | 12% | ~24% | Vinculum Solutions Private Limited; First Floor; Tower | TechSpace, Plot No. | Block | Sector 62; Noida, Uttar Prades __ | Candor | nla | nja | nfal"
Vitally,"Jul 28, 2025 12.57 PM",hide,Vitally is provides businesses with tools Customer Success atform that enhance. vitally io Brooklyn vitally. io,vitally.io,51-200,Venture Capital,2017,,39.3,Series,HubSpot,"Brooklyn, NY 11249, US",18 % | 14% | 16 % | 23% | 146% | 728% | 954% | 12%,,,"hide | Vitally | Jul 28, 2025 12.57 PM | Vitally is | provides businesses with tools | Customer Success | atform that | enhance. | vitally io | 51-200 | 116 | United States | (USA) | New York | Brooklyn | vitally. io | Load contacts | ntacts | Venture Capital | 2017 | 39.3 | 30 | Feb 21, 2023 | Series | HubSpot | nla | HubSpot | Foui | nla | nla | nla | nla | 18 % | 14% | 16 % | 23% | 146% | 728% | 954% | 12% | Brooklyn, NY 11249, US | nla | nfa | nfa | nla | ~nla"
Voxware,"Jul 28, 2025 12.57 PM",save | hide,specializing a technology solutions provider voice automation and__ Voyiare com Hamilton Township Vaiyware,voyiare.com,51-200,,1993,,7.8,Series,nla,"3705 Quakerbridge Road; Suite 210; Hamilton, NJ 08619,US",2% | 2% | -24% | -24% | -26%,,,"save | hide | Voxware | Jul 28, 2025 12.57 PM | specializing | Voxware | a technology solutions provider | voice automation and__ | Voyiare com | 51-200 | United States | (USA) | New Jersey | Hamilton | Township | Vaiyware | Load contacts | ntacts | Venture | Capital | 1993 | 7.8 | Apr 23, 2014 | Series | nla | nla | Edison Partners | nla | nla | nfa | nla | 2% | nla | nfa | 2% | -24% | -24% | -26% | nla | 3705 Quakerbridge Road; Suite 210; Hamilton, NJ 08619,US | nfa | nfa | nfa | nfa | ~nla"
