page,row_index,Status,Company,Added Date,Description,Notes,Website,Headcount,Employees,Country,Region,City,URL,Contact,Ownership Type,Founded,Total Funding,Total Funding SM,Last Funding Amount SM,Last Funding Date,Last Funding Type,Last Funding Lead Investors,Investor Type,Investors,Investments,Investment count,Historical deal size USD,Funding Rounds,Revenue SM,Profile last,viewed,3mo. headcount growth,6mo. headcount growth,Idcount growth,Iyr: headcount growth,2yr: heac,2yr: headcount growth,3yr: headcount growth,4yr: headcount growth,Syr: headcount growth,3mo. web traffic growth,Company addresses,Revenue growth 2023-2024,Revenue growth 2021-2024,Revenue growth 2024-2025,Revenue growth 2024-2027,IPO date
3,112,save,(hide,Toolio,Jul,"28, 2025 12.57 PM",a merchandising platform designed to_,Toolio,technology company that provides,toolio.com,51-200,United States,(USA),New York,Brooklyn,toolio-retail,Load contacts,ntacts,Venture Capital,2019,10.3,"Oct 20, 2021",Series,Founder Collective,nfa,Rho Capital Partne,nla,nla,nla,nla,6 %,13%,32%,48%,71%,327%,492%,2%,"Court St #1217 #1019; Brooklyn; New York 11217,US",nfa,nfa,nfa,nfa,~nla,,,
3,113,hide,Xfactorio,Jul,"28, 2025 12.57 PM",Xfactorio is a business consulting company,that specializes in providing an intelligent Go__,xfactorio,51-200,United States,(USA),California,San Francisco,Bay Area,xlactor-jo,Load contacts,ntacts,Venture,Venture Capital,Capital,2022,26,"Apr 17, 2024",Series,Accel,Corporate,Accel,decisionlink com,nfa,nla,8 %,13%,29%,39%,nfa,nla,nla,"Bay Area, California, US",nfa,nfa,nfa,nla,,,,,
3,114,Gave,(hide,Proggio,"Jul 28, 2025 12.57 PM",Proggio is,provider that offers,project management software,comprehensive platfor _,proggio.com,11-50,Israel,Center,Kefar Sava,ploggio,Load contacts,ntacts,Venture Capital,2015,"Apr 11, 2022",Series,2.0 Ventures,nla,Mangrove Capital,nla,nfa,nla,nla,-11%,-15%,-31%,31%,-27%,-11%,10%,88 %,19%,"13 Hataas St;; Kfar Saba, Hasharon Distinct, IL",nla,nfa,nla,nla,~nla,,,,
3,115,save,hide,Shippit,"Jul 28,2025 12.57 PM",Shippit i,provides multi-carrier shipping software and_,logistics technology company that,shippit com,51-200,159,Australia,New South Wales,Sydney,shippit,Load contacts,ntacts,Venture Capital,2014,79.4,46.2,May,2022,Series,Perennial Partners,Corporate,rtlgroupinvestmen,Premonition.io,12.IM - 13.9M,nla,4%,3%,~2%/,2%,-15%,~7%,21%,117%,-6 %,"4-6 Bligh Street; Level 2; Sydney; New South Wales 2000, AU",nla,nla,nla,nla,~nla,,
3,116,save,(hide,Goodshutfle,"Jul 28, 2025 12.57 PM",Goodshuffle Pro is a software company that,provides event rental management solutions.,pro goodshuffle com,11-50,United States,(USA),District Of,Columbia,"Washington,",DC.,Load contacts,ntacts,Venture Capital,2015,5.3,Feb,2024,Series,FINTOP Capital,nla,FINTOP Capital,nla,nla,nla,nla,nla,nla,~nla,nla,nla,nla,nla,nla,~nla,nla,nfa,nfa,nfa,nla,~nla,,
3,118,hide,SENRTJRRA],"Jul 28, 2025 12.57 PM",SnENiTJiA],~company that spech,iallzes ',EDA software,providing,xtimes-da.com,51-200,China,Jiangsu,Nanjing,"e8%8a""af%e8_",Load contacts,ntacts,Venture Capital,2020,15.8,"May 27, 2024",Series B,nrl-capital com,nla,Capital Today,nla,nla,nla,nla,3%,nla,3%,nla,nla,nla,-10%,"'tT6e; [95, CN",nla,nfa,nla,nla,,,,,,
3,119,save,hide,Webshippy,"Jul 28,2025 12.57 PM",Webshippy i,specializes,fulfillment and dropshipping__,logistics company that,webshippy com,51-200,Hungary,nla,nla,ebshippy,Load contacts,ntacts,Venture Capital,2016,"Jun 29,2022",Series,Day One Capital,nla,Hiventures,nla,nla,nla,nla,~9%,~9%,-7%,-28%,~53%,2%,85%,nla,"East Gate Business Park; C/2;; Fot; 2151, HU",nla,~nla,nla,,,,,,,
3,120,save,Khide,EdenFarm,Jul,"28, 2025 12.57 PM",EdenFarm is,agricultural and food distribution sectors It__,company that operates,the,edenfarm id,"501-1,000",215,Indonesia,Jakarta,West Jakarta,pil-eden-pangan-,indonesia,Load contacts,ntacts,Venture Capital,2017,34.2,13.5,"Jan 29,2023",Series,AppWorks,nfa,kubevc com,nla,nla,nla,30,nla,2%,-7%,-19%,~60%,~52%,9%,172%,~nla,Jalan Puri Indah; St. Moritz Office Tower Unit 0901; Jakarta,"Barat, DKI Jakarta 11610 ,",nla,nfa,nfa | nla | ~nla
3,121,hide,Movista,JJul,"28, 2025 12.57 PM",Movista,retail execution solutions. The company offe.,SaaS provider specializing,movista,com,51-200,165,United States,(USA),Arkansas,Bentonville,movista,~inc,Load contacts,ntacts,Private Equity,2010,13.4,"Sep 25, 2018",Series,Level Equity,Corporate,Level Equity,Natural Insight,nla,nla,nla,nla,nfa,nla,nla,nla,nla,-12%,"406 SE Sth St. Suite 12; Bentonville, Arkansas 72712 , US",nla,nla,nla,nla,Anla,,
3,122,hide,Optilogic Inc.,"Jul 28, 2025 12.57 PM",that,Optilogic is,offers advanced solutions for supply-,supply chain software provider,optilogic com,51-200,United States,(USA),Michigan,Ann Arbor,optilogic,Load contacts,ntacts,Venture Capital,2019,53,"Apr 7, 2025",Series,MK Capital,,Corporate,MK Capital,,INSICHT Software,nla,nla,22%,38 %,67%,159%,284%,746%,"3,075 %",42%,309,"Main St; Ann Arbor; Michigan 48104, US",nfa,nfa,nfa,nla,~nla,,
3,123,ave,hide,RetaiICRM,"Jul 28,2025 12.57 PM",RetaiICRM is,in solutions for businesses,CRM provider that specializes,the retail and__.,retailcrm ru,51-200,Russia,Moscow,Moscow,retailcrm,Load contacts,ntacts,Venture Capital,2013,0.6,0.6,"Jul 13, 2015",Series,nla,nla,nla;,nla,nla,nla,nla,2 %,2 %,-2%,2%,-10%,-29%,~2%,56 %,41%,nla,nla,nla,nla,nla,~nla,,
3,124,save,(hide,dolado,"Jul 28, 2025 12.57 PM",Dolado,provider that connects sellers and industries_,digital marketplace,and,logistics,dolado.com br,51-200,Brazil,Sao Paulo,Sao Paulo,crimpredolado,Load contacts,ntacts,Venture Capital,2020,12.2,Apr =,2022,Series,Clocktower Ventures,nfa,Endeavor,Floi,nla;,nla,nla,nla,2 %,2%,5%,~12,~31%,127%,nla,~nla,"Sao Paulo, BR",nfa,nfa,nfa,nla,~nla,
3,125,save,hide,Sight Machine,"28, 2025 12.57 PM",Sight Machine is a data analytics company,specializing,manufacturing data solutions_,sightmachine.com,51-200,United States,(USA),California,San Francisco,sight-machine,Load contacts,ntacts,Venture,Venture Capital,Capital,2011,80.4,29.4,"Apr 22, 2019",Series C,Jump,Capital,nfa,Sony,'Innovation,nla,nla,nla,nla,3%,~11%,-11%,-220,-22%,~26%,-18 %,-11%,~26%,19%,"243 Vallejo Street; San Francisco, CA 94111, US",nla,nla | nla | nla | nla
3,126,hide,Vitally,"Jul 28, 2025 12.57 PM",Vitally is,provides businesses with tools,Customer Success,atform that,enhance.,vitally io,51-200,116,United States,(USA),New York,Brooklyn,vitally. io,Load contacts,ntacts,Venture Capital,2017,39.3,30,"Feb 21, 2023",Series,HubSpot,nla,HubSpot,Foui,nla,nla,nla,nla,18 %,14%,16 %,23%,146%,728%,954%,12%,"Brooklyn, NY 11249, US",nla,nfa,nfa,nla,~nla
3,127,save,Khide,hide,YottaMark,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM",iFoodDS is a software company specializing in,"food safety, traceability, and quality __","food safety, traceability, ad quality_",yottamarkcom,yottamark com,51-200,United States,(USA),California,Redwood City,ycittamark,Load contacts,ntacts,Private Equity,2005,45.1,"Aug 14, 2012",Series,Series D,ataventures com,Corporate,Thomvest,ata,nja,nla,nla,nia,nla,nja,nla,nla,nla,nfa,nla,nla,nla,-12%,12%,-12%,"nla | 1400 Bridge Parkway; Suite 101; Redwood City; CA 94065, US | nla | nla | nja | nla | nja | nla | nja | ~nla | nja"
3,128,save,(hide,Chide,Scurri,"Jul 28, 2025 12.57 PM",Scurri is a delivery management software,Scurri is,provider that offers solutions Iike Scurri__.,provider that offers solutions like Scurri _.,delivery management software,~scurri com,scurri com,51-200,United States,(USA),Pennsylvania,Wexford,scurri,~scurri,Load contacts,ntacts,Venture Capital,2010,18.5,10.9,"Jun 14,2021","Jun 14, 2021",Series,Act Venture Capital,Corporate,Episode,Venture:,HelloDone.ai,nla,nja,nla,~1%,~4%,-4%,4%,~1%,-1%,25%,25%,42%,"76% | 76 % | 33% | Common Quay Street; Wexford, IE | nla | nja | nfa | nja | nfa | nja | nla | nja | ~nla | nja"
3,129,save,Khide,hide,Proximity,"Jul 28, 2025 12.57 PM",JJul,"28, 2025 12.57 PM",Proximity,Proximity is,specializing in clienteling solutions for retail_,specializing in clienteling solutions for retail__,retail technology provider,'retail technology provider,proximityinsight com,11-50,(UK),United Kingdom,England,London,ploximity-insight,Load contacts,ntacts,Venture Capital,2018,7.2,"Mar 27, 2022",Series A,Series,Gresham House,Ventures,Corporate,Gresham House,alluringlogic com,nfa,nja,nla,-7%6,~7%,-9%,~9%,9%,-13%,~20%,"""7%",-7%,"44% | 44% | -6% | Runway East, 52 Tabernacle Street; London; England EC2 A4NJ; | Runway East, 52 Tabernacle Street; London, England ECZ A4NJ, | GB | nla | nja | nla | nja | nla | nja | nja | nja"
3,130,save,Chide,hide,Keen Decision Systems,"Jul 28, 2025 12.57 PM",Keen Decision Systems,analytics company,analytics company that provides an Al _,{tha,provides,marketing,Al-_,keends.com,keends com,11-50,United States,(USA),North Carolina,Durham,keen-strategy-Ilc,Load contacts,ntacts,Venture Capital,2010,17.9,"Jul 18, 2022",Series,Ballast Point Ventures,nja,nla,Spring Mountain,Spring Mountain =,nja,nla,nfa,nja,nla,nja,nla,10%,18 %,10%,-1%,-1%,13%,"54% | 72% | 700 Park Offices Drive; Research Triangle Park; North Carolina | 700 Park Offices Drive; Research Triangle Park, North Carolina | 27709, US | 27709,US | nfa | nja | nfa | nja | nfa | nja | nja | nia | nla"
3,131,save,Chide,hide,Kevala,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM",Kevala,provides software solutions,provides software solutions for grid_,an energy analytics company that,energy analytics company that,grid.,kevala com,51-200,United States,(USA),California,San Francisco,keivala-inc-,keivala-inc -,Load contacts,ntacts,Venture Capital,2014,"Aug 30, 2021",Series,C5 Capital,nla,nja,Thin Line Capital,Thin Line Capital,,nja,nla,nla,nja,nla,nja,nla,-12%,~40%,-40%,-20%,~20%,-26%,"-35% | 41% | 177% | 225% | ~25% | 550 California St; #625; San Francisco, California 94104, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nja"
3,132,save,(hide,Chide,Naologic,"Jul 28, 2025 12.57 PM",Naologic is,Naologic /,Al-enabled no-code platform for,Al-enabled no-code platform,software company that offers an,software company that offers,for,building_,building_.,naologic com,51-200,United States,(USA),California,San Francisco,lologic,Iologic,Load contacts,ntacts,Venture Capital,2017,nla,nja,Jan,2023,Series,nja,nla,nla,nja,hivehat_ch,hivehat ch,nla,nja,nla,nja,nla,nja,nla,-9%,"9% | -16% | -16 % | ~nla | nla | nja | 11% | 42% | 233% | 233% | ~nla | nja | San Francisco, California 94103, US | nla | nja | nla | nja | nfa | nja | nla | nja"
3,133,save,Khide,hide,Ambition,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM",Ambition is a sales coaching software,provider that offers,Ambition is,sales coaching software,comprehensive platfor _,comprehensive platfor __,ambition com,51-200,United States,(USA),Tennessee,Chattanooga,Inbition-Ilc,hbition-Ilc,Load contacts,ntacts,Private Equity,2013,21.2,15.5,"Oct 6, 2021",Series,Nashville Capital Network,nfa,nja,Redpoint,Initi:,nja,nla,nla,nja,nfa,nja,nla,nfa,F1%,-1%,-4%,4%,"-4% | 4% | ~22% | -22% | ~40% | 40% | nfa | nja | 13% | -24% | 1603 Fagan St; Chattanooga, Tennessee 37408, US | 1603 Fagan St; Chattanooga, Tennessee 37408,US | nfa | nja | ~nfa | ~nla | nja | nja | nja"
3,134,save,Chide,hide,Canibuild,"Jul 28, 2025 12.57 PM",canibuild,innovative,innovative site planning solutions for__.,canibuild is,cme,software company that provides,planning solutions,fon ',canibuild.com,canibuild com,51-200,90,Australia,New South Wales,Barangaroo,verumtek,Load contacts,ntacts,Venture Capital,2020,9.4,5.8,Mar,2022,Series,Evp,nja,nla,Evp,Regal Fur,nja,nla,nfa,nla,nfa,nja,nla,-1%,~1%,~4%,"-4% | 4% | 7% | -7% | 50% | 246% | 542% | 16% | 16 % | 100 Barangaroo Ave; Level 35, International Tower One; | Barangaroo, New South Wales 2000,AU | nfa | nja | nfa | nja | nfa | nja | nja | ~nla | nja"
3,135,save,Khide,hide,Kojo,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM",Kojo is,Kojo,material management solutions for the__,material management solutions for the:,software company that provides,usekojo.com,51-200,159,United States,(USA),California,San Francisco,aglora-systems-inc,arlora-systems-inc,Load contacts,ntacts,Venture Capital,2018,83.6,"Sep 13, 2022",Series C,Series,8vc,nla,nja,Bienville,Inde:,nja,nla,nla,nja,nla,nja,nla,7%,13%,8 %,31%,62%,"nla | nja | nla | nja | 20% | San Francisco, California 94103,US | San Francisco, California 94103, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nja"
3,136,save,Chide,hide,Toucan,"Jul 28, 2025 12.57 PM",Toucan,company that provides solutions for data__.,company that provides solutions,Toucan Toco is,Toco,data analytics software,for,data.,toucantoco com,51-200,80,United States,(USA),Massachusetts,Boston,toucan-toco,Load contacts,ntacts,Venture Capital,2015,13.2,13.2,Nov,"Nov 27, 2019","27, 2019",Series,Balderton Capital,nla,nja,Balderton Capital,nja,nla,nla,nla,nja,nla,1%,43%,~3%,3%,"-6% | 6% | 6 % | ~20% | -40% | ~37% | -13% | 551% | ~51% | 75 State St; Boston, Massachusetts 02109,US | 75 State St; Boston, Massachusetts 02109, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nla"
3,137,save,Khide,hide,Cascade,"Jul 28, 2025 12.57 PM",Cascade =,offers,~offers,Cascade,comprehensive platform for strateg_,comprehensive platform for strateg ..,strategy software company that,cascade.app,cascade app,51-200,234,United States,(USA),New York,New York,ciiscade-strategy,caiscade-strategy,Load contacts,ntacts,Venture Capital,2016,"Mar 20, 2022",Series =,Series,Carthona Capital,nfa,nja,Five,Capital,nja,nfa,nla,nja,nla,nja,20,nla,9%,24%,-2%,"~3% | 3% | 25% | 46% | nla | nja | -11% | 30 Wall St; 11C; New | 30 Wall St; I1C; New York; NY 10005,US | York; | NY - | 10005, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nla"
3,138,save,Khide,Explorate,"Jul 28, 2025 12.57 PM",Explorate is,in freight forwarding and supply chain_.,logistics company specializing,explorate.co,51-200,Australia,Queensland,Fortitude Valley,exploratehq,Load contacts,ntacts,Venture Capital,2017,"Jan 19, 2022",Series,Evp,nja,Cardinia Ventures,nja,nla,nja,nla,~1%,-5%,5%,-11%,9%,5%,175%,400%,nja,"Suite IA, 50 James St; Fortitude","Valley , Queensland 4006, AU",nja,nja,nja,nja,nla,,,,
3,139,save,Khide,Voze,"Jul 28, 2025 12.57 PM",offers innovative solutions for field sales:,Voze is,sales technology company that,voze com,51-200,United States,(USA),Utah,Draper,urievoze,Load contacts,ntacts,Venture Capital,2022,"Oct 27, 2024",Series =,Album,nja,pipeline.vc,nja,nla,nja,nla,5%,19%,167%,368 %,nja,nja,nja,nja,"344 W 13800 S; Suite #550; Draper; Utah 84020, US",nja,nja,nja,nja,nla,,,,,
3,140,save,Chid,Replica,"Jul 28, 2025 12.57 PM",Replica is,provides tools and datasets for transportatio__,data analytics company that,replicahq com,51-200,United States,(USA),Kansas,Leawood,replicacities,Load contacts,ntacts,Venture Capital,2019,"Apr 20, 2021",Series,Firebrand Ventures,nja,Sidewalk Labs (Pa,nja,nla,nja,nla,41%,F1%,-1%,-8%,-8 %,-21%,-41%,-10%,88 %,-17%,"3610 W 95th Street; Leawood, KS 66206, US",nla,nja,nja,nla,nla,,,
3,141,save,Khide,MyTime,"Jul 28, 2025 12.57 PM","scheduling, point of sale, and",MyTime,software company that provides,marketing_,mytime com,11-50,143,United States,(USA),California,Los Angeles,mytime,Load contacts,ntacts,Venture Capital,2013,19.5,"Apr 19,2017",Series €,Upfront Ventures,nja,500,Global,nja,nla,nja,nla,1%,7%,10%,31%,134%,155%,217%,nja,"5670 Wilshire Blvd; PH4; Los Angeles, California 90036,US",nja,nja,nja,nja,nla,
3,142,save,Chide,ChapsVision,"Jul 28, 2025 12.57 PM",specializes in data analysis and customer_,ChapsVision is,software company that,chapsvision.fr,501-,"-1,000",641,France,ile-De-France,Suresnes,chiapsvision,Load contacts,ntacts,Private Equity,2019,283.5,90.1,"Nov 17, 2024",Series €,Bpifrance French Tech Acc,Corporate,Bpifrance French,Coheris,Sparl,nja,nla,105%,137%,161%,262%,416 %,"1,426 %","7,912%",-32%,Rue du Port aux Vins; Suresnes; Ile-de-France,"92150, FR",nla,nla,nla,nja,nla,
3,143,save,Chide,UserVoice,"Jul 28, 2025 12.57 PM",UserVoice is a software company that,specializes in product feedback manageme,uservoice com,11-50,United States,(USA),North Carolina,Raleigh,uxiervoice,Load contacts,ntacts,Venture Capital,2008,9.6,7.5,"Sep 14,2015",Series,nia,nja,LocalGlobe,nja,nla,nja,nla,nla,2%,2%,-13%,~27%,-32%,-32%,nja,"234 Fayetteville St; 3rd Floor; Raleigh, NC 27601,US",nla,nla,nla,nja,nja,,,,
3,144,save,Chide,#WAR,"Jul 28, 2025 12.57 PM",provides pricing and supply chain solutions:,123N4R is,plastic materials supplier that,~zhaosuliao.com,201-500,China,Guangdong,Guangzhou,%e6%89%be%es_,Load contacts,ntacts,Venture Capital,2014,Jul -,"27,",2015,Series,Horizons Ventures,nja,Zhen Shun Investr,nja,nla,nja,nla,-3%,42%,3%,nja,15 %,25%,25%,nla,"CMmTiKALXizm4395FiRKE23+05-122;CWm,rg","510000, CN",nla,nla,nla,nla,nja,,,
3,145,save,Khide,Alleaves,"Jul 28, 2025 12.57 PM",cannabis technology solutions. They provid_,Alleaves,software company specializing in,alleaves com,51-200,United States,(USA),Florida,Fort Lauderdale,alleaves,Load contacts,ntacts,Venture Capital,2018,"Jul 18, 2022",Series,theelevenfund com,Corporate,~theelevenfundcon,USA Cannabis Dire,30M - 3OM,nla,13%,23%,8 %,23%,188 %,136 %,nja,~87%,"6750 N Andrews Ave Suite 325; Fort Lauderdale; FL 33309, US",nla,nla,nla,nja,nja,,,,,,
3,146,save,Chide,CBX Soitware,"Jul 28, 2025 12.57 PM",software provider that offers,TradeBeyond,supply chain management,~suite of__,cbxsoftware com,201-500,161,Hong Kong,SAR,nla,nia,xsoftware,Load contacts,ntacts,Venture Capital,1995,May,2022,Series,Baring Private Equity Asia,nja,Baring Private Equ,nja,nla,nja,nla,nla,nla,nja,nla,nja,nja,1%,3%,8 %,nla,nja,nla,nla,nla,nja,
3,147,save,Chide,Kilo,"Jul 28, 2025 12.57 PM","wholesalers and retailers,",Kilo is an,commerce platform that connects,facilitating efficien _,kilo.vn,51-200,Vietnam,Ho Chi Minh,Ho Chi Minh,City,ojobs,Load contacts,ntacts,Venture Capital,2020,nja,"Apr 27, 2022",Series,FJ Labs,nja,~ratio ventures,nja,nla,nja,nla,F1%,34%,-4%,~4%,1%,162%,384%,nja,nla,"Ho Chi Minh City, VN",nla,~nla,nja,nja,nja,,
3,148,save,Chide,EaswiaaXTRA],"Jul 28, 2025 12.57 PM",Shanghai Laoqin Information Technology Co,Ltd. is a labor management software provide,coho.com.cn,51-200,China,Shanghai,Shanghai,%e4%b8%8a%e6_,Load contacts,ntacts,Venture Capital,2014,15.2,14.5,"Dec 17, 2018",Series,China Growth Capital,nja,China Growth Cap,nja,nla,nja,nla,nla,nla,nja,nla,nja,nja,nla,12%,22%,nla,"+D(taamASitR1857327777355601, 603_","LT, LN;m 201206, CN",6041;,nla,nla,nla,nla,nja,
3,149,save,Khide,Plecto Latinoamerica,"Jul 28, 2025 12.57 PM",performance management solutions through,Plecto,software company that provides,plecto.com,1-10,Guatemala,Guatemala,Guatemala,City,plecto-latin-america,Load contacts,ntacts,Venture Capital,2012,1.5,1.5,"Jun 27, 2019",Series,Nordic Eye Venture,Grow,nja,Nordic Eye Ventur,nja,nla,nja,nla,nla,nla,nja,nla,nja,nja,nla,nja,nja,-44%,nja,nla,nla,nla,nla,nja
3,150,save,Khide,Optera,"Jul 28, 2025 12.57 PM",company that provides solutions for.,Optera,carbon management software,opteraclimate com,11-50,United States,(USA),Colorado,Boulder,~point380,Load contacts,ntacts,Venture Capital,2006,25.7,"Sep 10, 2023",Series,AngelList,nja,Stout Street Capit:,nja,nla,nja,nla,-29%,-25%,-22%,-17%,29%,200%,nja,2%,"1215 Spruce St; 201; Boulder; Colorado 80302, US",nla,nla,nla,nla,nla,,,,
3,151,save,Khide,ArchiPro,"Jul 28, 2025 12.57 PM",customers with,ArchiPro is,digital platform that connects,wide range,products an:,archipro.co.nz,51-200,128,New Zealand,Auckland,Auckland,archipro,Load contacts,ntacts,Private Equity,2014,38.7,32.6,Mar,2022,Series,Icehouse Ventures,nja,Liger Trading NZ,nja,nla,nja,nla,-3%,10%,nla,nja,-23%,-26%,62%,106%,nla,"Saint Georges Bay Road; Auckland, AUK, NZ",nla,nla,nla,nla | nla
3,152,save,Chide,Easyecom,"Jul 28, 2025 12.57 PM",specializing in eCommerce solutions It offer_,EasyEcom is a white-collar service company,easyecomio,51-200,160,India,Karnataka,Bengaluru,ealsyecom,Load contacts,ntacts,Venture Capital,2015,Jan,2022,Series,nja,nja,boldbydesign com,nja,nla,nja,nla,5 %,11%,28%,35%,146%,290%,540%,nla,"KAIKONDRAHALLI; Bengaluru; Karnataka 560035, IN","BLOOMINGDALE LAYOUT, OPPOSITE QUETZEL,",nla,nla,nla,nla,nla,,,,
3,153,ave,Khide,NewStore,"Jul 28, 2025 12.:57 PM",specializing in omnichannel solutions for_,NewStore,retal,Itechnology provider,newstore.com,201-500,207,United States,(USA),Massachusetts,Boston,newstore-inc,Load contacts,ntacts,Venture Capital,2015,155.4,Jul [,2021,Series,Activant Capital,Corporate,EnjoyVenture,highstreetmobile.c,nja,nla,~2%,-6%,6 %,-9%,9%,-11%,-21%,22%,38%,-19%,"60 South Street; Suite 910; Boston, MA 02111, US",nla,nla,nla,nla,nla
3,154,save,Khide,Djust,"Jul 28, 2025 12.:57 PM",DJUST is,offers,unified platform for businesses to_,BZB eCommerce provider that,djust.io,51-200,France,ile-De-,-France,Paris,djust,Load contacts,ntacts,Venture Capital,2020,17.7,12.9,"Jun 11, 2023",Series,Elaia,nja,New Enterprise A:,nja,nla,nja,nla,-6%,-10%,-9%,9%,25%,110%,490%,"2,850%",3%,"10, Rue Henner; Paris, Ile-de-France 75009,FR",nla,nla,nla,nla,nla,
3,155,save,Khide,Wandelbots,"Jul 28, 2025 12.57 PM",that specializes in,Wandelbots,robotics software company,providing innovative:,wandelbots com,51-200,115,Germany,Saxony,Dresden,wandelbots,Load contacts,ntacts,Private Equity,2017,122.2,84,"Jan 24, 2022",Series,83north,nja,SquareOne Ventur,nja,nla,nja,nla,0%,3%,9%,-21%,-17%,13%,88 %,~52%,"RayskistraBe 25; Dresden, Saxony 01219, DE",nla,nla,nla,nla,nla,,
3,156,save,Khide,LeadIQ,"Jul 28, 2025 12.:57 PM",Leadlq,provides,platform for B2B prospecting: It _,sales,technology company that,leadiq com,51-200,129,United States,(USA),California,San Francisco,leadiq-inc,Load contacts,ntacts,Venture Capital,2015,30,"Sep 30, 2021",Series,Deep Tech Fund (an Alumn,nja,strongvc com,nja,nla,nja,nla,-0%,-0%,~5%,5%,-12%,-31%,5%,50%,nla,"548 Market Street; PMB 20371; San Francisco, California 94104,",US,nla,nla,nla,nla | nla
